"date","city","forecast_lo_2_prev_PM","forecast_hi_2_prev_PM","forecast_lo_prev_AM","forecast_hi_prev_AM","forecast_lo_prev_PM","forecast_hi_prev_PM","forecast_lo_current_AM","forecast_hi_current_AM","actual_lo_current_PM","actual_hi_current_PM","actual_lo_next_AM","actual_hi_next_AM"
2021-04-07,"SOUTH BEND",56,78,58,79,55,79,57,80,54,79,64,79
2021-04-07,"SPOKANE",37,58,34,60,36,60,35,60,38,55,38,55
2021-04-07,"SPRINGFIELD IL",60,72,51,75,61,74,51,75,62,77,50,77
2021-04-07,"SPRINGFIELD MO",60,66,44,66,62,69,44,68,63,70,45,70
2021-04-07,"SYRACUSE",36,69,45,69,37,70,44,70,44,73,45,73
2021-04-07,"TALLAHASSEE",52,83,54,81,49,82,56,81,49,81,50,81
2021-04-07,"TAMPA",61,81,64,82,60,82,64,83,63,82,64,82
2021-04-07,"TOLEDO",56,80,57,80,57,82,59,82,55,84,56,84
2021-04-07,"TOPEKA",55,63,44,60,55,63,46,63,57,58,46,58
2021-04-07,"TUCSON",56,87,58,89,56,89,58,89,55,88,60,88
2021-04-07,"TULSA",57,67,47,68,53,63,46,65,55,64,48,64
2021-04-07,"TUPELO",58,80,58,80,59,80,58,81,60,80,59,80
2021-04-07,"WACO",66,84,55,83,67,82,50,83,70,83,42,83
2021-04-07,"WASHINGTON DC",55,74,54,76,56,79,52,79,53,83,53,83
2021-04-07,"W PALM BEACH",63,80,64,80,62,79,64,80,60,81,60,81
2021-04-07,"WICHITA",46,58,42,56,47,51,42,50,46,50,43,50
2021-04-07,"WICHITA FALLS",53,77,46,77,55,78,45,75,50,75,43,75
2021-04-07,"WILKES BARRE",43,70,46,70,43,70,46,70,44,74,47,74
2021-04-07,"WILMINGTON DE",48,68,46,69,51,68,47,69,49,71,46,71
2021-04-07,"YAKIMA",37,60,33,60,34,59,35,60,31,58,38,58
2021-04-07,"YOUNGSTOWN",57,77,55,78,56,77,58,79,53,81,54,81
2021-04-07,"YUMA",61,95,65,95,62,95,65,96,63,95,67,95
2021-04-08,"ABILENE TX",50,84,58,84,49,83,59,85,NA,NA,62,90
2021-04-08,"AKRON CANTON",59,78,55,79,59,79,56,81,NA,NA,57,83
2021-04-08,"ALBANY NY",42,65,43,67,43,68,45,69,NA,NA,46,72
2021-04-08,"ALBUQUERQUE",42,78,47,78,43,78,46,79,NA,NA,52,79
2021-04-08,"ALLENTOWN",43,66,44,67,44,67,47,70,NA,NA,46,71
2021-04-08,"AMARILLO",40,77,46,78,41,79,45,79,NA,NA,47,79
2021-04-08,"ANCHORAGE",23,30,7,30,25,27,7,27,NA,NA,8,24
2021-04-08,"ASHEVILLE",54,70,53,70,51,72,51,73,NA,NA,49,72
2021-04-08,"ATLANTA",60,75,61,74,60,75,62,75,NA,NA,63,78
2021-04-08,"ATLANTIC CITY",44,61,44,61,44,61,44,62,NA,NA,41,63
2021-04-08,"AUSTIN",55,91,64,90,57,91,65,91,NA,NA,67,89
2021-04-08,"BALTIMORE",50,68,49,68,50,69,50,70,NA,NA,52,71
2021-04-08,"BATON ROUGE",64,82,65,82,62,83,67,83,NA,NA,70,86
2021-04-08,"BILLINGS",39,59,31,62,39,60,31,62,NA,NA,31,64
2021-04-08,"BIRMINGHAM",62,79,60,78,63,78,60,78,NA,NA,57,82
2021-04-08,"BISMARCK",32,69,33,68,30,69,34,70,NA,NA,37,69
2021-04-08,"BOISE",43,54,33,53,43,53,31,53,NA,NA,28,55
2021-04-08,"BOSTON",45,58,43,55,45,55,46,56,NA,NA,44,56
2021-04-08,"BRIDGEPORT",43,62,43,64,45,65,43,66,NA,NA,44,67
2021-04-08,"BROWNSVILLE",70,89,72,89,71,92,72,91,NA,NA,75,91
2021-04-08,"BUFFALO",51,79,54,79,48,81,56,82,NA,NA,57,83
2021-04-08,"BURLINGTON VT",43,71,49,70,43,70,47,70,NA,NA,48,73
2021-04-08,"CARIBOU",39,57,39,58,39,61,40,61,NA,NA,36,64
2021-04-08,"CASPER",31,64,28,64,31,65,26,64,NA,NA,29,65
2021-04-08,"CHARLESTON SC",60,82,62,83,58,82,60,82,NA,NA,60,83
2021-04-08,"CHARLESTON WV",53,76,54,79,56,78,55,82,NA,NA,54,85
2021-04-08,"CHARLOTTE",57,79,60,79,57,80,59,81,NA,NA,59,79
2021-04-08,"CHATTANOOGA",60,77,56,75,60,75,57,76,NA,NA,54,80
2021-04-08,"CHEYENNE",33,62,30,61,31,62,30,62,NA,NA,29,64
2021-04-08,"CHICAGO",56,66,49,65,61,65,50,65,NA,NA,51,62
2021-04-08,"CINCINNATI",57,71,52,70,59,70,52,70,NA,NA,51,68
2021-04-08,"CLEVELAND",60,76,53,78,59,79,56,82,NA,NA,57,83
2021-04-08,"COLORADO SPGS",34,68,36,68,34,68,36,68,NA,NA,40,71
2021-04-08,"COLUMBIA SC",57,84,60,85,56,85,60,83,NA,NA,63,83
2021-04-08,"COLUMBUS GA",59,77,61,75,59,76,63,76,NA,NA,66,81
2021-04-08,"COLUMBUS OH",57,75,53,76,59,76,54,77,NA,NA,54,78
2021-04-08,"CONCORD NH",42,64,40,62,42,66,38,65,NA,NA,34,71
2021-04-08,"CORPUS CHRISTI",66,88,69,89,67,88,69,89,NA,NA,71,88
2021-04-08,"DALLAS FT WORTH",53,85,64,84,52,84,62,85,NA,NA,68,85
2021-04-08,"DAYTON",58,72,52,71,59,71,52,72,NA,NA,53,71
2021-04-08,"DAYTONA BEACH",58,83,61,83,57,83,60,83,NA,NA,58,84
2021-04-08,"DENVER",36,68,36,68,36,69,36,69,NA,NA,30,70
2021-04-08,"DES MOINES",47,56,45,55,50,53,47,57,NA,NA,46,54
2021-04-08,"DETROIT",54,74,54,74,54,76,54,78,NA,NA,53,77
2021-04-08,"DULUTH",40,48,43,48,40,47,43,46,NA,NA,40,42
2021-04-08,"EL PASO",55,87,61,86,58,86,61,86,NA,NA,69,88
2021-04-08,"ELKINS",46,74,49,76,50,75,49,76,NA,NA,55,80
2021-04-08,"ERIE",57,75,53,77,57,73,55,80,NA,NA,59,87
2021-04-08,"EUGENE",40,56,31,55,41,54,31,54,NA,NA,32,59
2021-04-08,"EVANSVILLE",57,69,52,69,59,68,54,67,NA,NA,54,68
2021-04-08,"FAIRBANKS",-5,11,-16,13,-2,13,-16,13,NA,NA,-11,14
2021-04-08,"FARGO",39,51,38,49,41,50,40,49,NA,NA,39,44
2021-04-08,"FLAGSTAFF",32,68,29,67,34,67,32,67,NA,NA,30,67
2021-04-08,"FLINT",56,76,55,76,57,78,55,79,NA,NA,56,79
2021-04-08,"FORT SMITH",46,77,53,75,48,75,54,76,NA,NA,49,79
2021-04-08,"FORT WAYNE",57,71,51,71,57,72,48,71,NA,NA,48,71
2021-04-08,"FRESNO",49,77,48,77,47,77,47,77,NA,NA,54,76
2021-04-08,"GOODLAND",32,70,37,70,34,69,37,71,NA,NA,32,72
2021-04-08,"GRAND JUNCTION",38,72,38,72,39,72,37,72,NA,NA,37,73
2021-04-08,"GRAND RAPIDS",58,71,51,73,59,73,51,74,NA,NA,48,74
2021-04-08,"GREAT FALLS",38,49,26,50,39,49,27,50,NA,NA,24,53
2021-04-08,"GREEN BAY",53,64,46,64,53,62,46,66,NA,NA,47,66
2021-04-08,"GREENSBORO",54,78,57,78,53,81,57,81,NA,NA,58,82
2021-04-08,"HARRISBURG",50,69,50,68,50,68,50,70,NA,NA,52,72
2021-04-08,"HARTFORD SPGFLD",43,67,42,70,45,70,44,70,NA,NA,40,74
2021-04-08,"HELENA",35,48,24,49,35,48,25,50,NA,NA,29,51
2021-04-08,"HONOLULU",66,80,66,80,66,82,66,80,NA,NA,70,81
2021-04-08,"HOUSTON INTCNTL",63,89,67,88,60,87,68,88,NA,NA,71,88
2021-04-08,"HUNTSVILLE AL",60,78,56,76,61,76,55,78,NA,NA,52,77
2021-04-08,"INDIANAPOLIS",56,67,51,69,59,70,51,69,NA,NA,49,67
2021-04-08,"JACKSON MS",59,82,61,83,59,81,61,81,NA,NA,59,83
2021-04-08,"JACKSONVILLE",55,84,59,86,56,85,60,84,NA,NA,56,83
2021-04-08,"JUNEAU",30,38,32,38,28,38,32,38,NA,NA,34,36
2021-04-08,"KANSAS CITY",45,58,43,57,47,56,45,53,NA,NA,41,53
2021-04-08,"KEY WEST",72,81,73,81,72,80,73,80,NA,NA,74,82
2021-04-08,"KNOXVILLE",57,75,54,73,58,75,55,73,NA,NA,56,76
2021-04-08,"LAKE CHARLES",65,83,67,83,63,83,67,83,NA,NA,71,86
2021-04-08,"LANSING",56,73,52,74,56,74,52,74,NA,NA,50,75
2021-04-08,"LAS VEGAS",60,87,61,86,60,86,61,88,NA,NA,65,87
2021-04-08,"LEXINGTON",57,70,51,70,58,72,51,72,NA,NA,50,66
2021-04-08,"LINCOLN",42,57,39,57,43,53,40,52,NA,NA,36,52
2021-04-08,"LITTLE ROCK",51,75,54,75,49,75,53,74,NA,NA,50,76
2021-04-08,"LOS ANGELES",56,76,56,76,55,77,55,77,NA,NA,55,75
2021-04-08,"LOUISVILLE",60,73,53,72,61,74,53,74,NA,NA,56,74
2021-04-08,"LUBBOCK",45,81,51,80,43,81,52,83,NA,NA,51,82
2021-04-08,"MACON",56,80,60,78,56,79,62,77,NA,NA,65,79
2021-04-08,"MADISON",57,64,47,64,59,63,48,64,NA,NA,47,63
2021-04-08,"MEDFORD",40,62,35,59,40,60,33,62,NA,NA,48,61
2021-04-08,"MEMPHIS",55,75,56,73,56,73,58,74,NA,NA,57,71
2021-04-08,"MIAMI BEACH",65,81,67,80,67,80,68,82,NA,NA,68,81
2021-04-08,"MIDLAND ODESSA",48,86,56,86,48,87,58,88,NA,NA,59,89
2021-04-08,"MILWAUKEE",49,58,46,58,50,55,45,57,NA,NA,48,61
2021-04-08,"MPLS ST PAUL",46,60,48,63,54,63,50,67,NA,NA,45,65
2021-04-08,"MISSOULA",35,44,25,44,36,45,25,46,NA,NA,22,49
2021-04-08,"MOBILE",65,80,63,80,65,80,64,80,NA,NA,65,80
2021-04-08,"MONTGOMERY",62,80,62,80,62,79,64,79,NA,NA,65,84
2021-04-08,"NASHVILLE",60,76,55,75,61,75,55,76,NA,NA,52,77
2021-04-08,"NEW ORLEANS",66,79,66,79,66,81,68,81,NA,NA,73,82
2021-04-08,"NEW YORK CITY",47,63,46,66,48,67,46,67,NA,NA,49,70
2021-04-08,"NEWARK",47,63,46,65,48,67,46,68,NA,NA,49,68
2021-04-08,"NORFOLK VA",55,67,54,67,55,65,55,67,NA,NA,58,69
2021-04-08,"NORTH PLATTE",33,70,35,69,32,69,36,68,NA,NA,31,71
2021-04-08,"OKLAHOMA CITY",44,77,52,77,43,76,52,78,NA,NA,52,79
2021-04-08,"OMAHA",43,54,42,54,44,51,43,53,NA,NA,44,50
2021-04-08,"ORLANDO",58,87,61,87,58,87,61,87,NA,NA,60,83
2021-04-08,"PADUCAH",55,67,52,67,56,66,55,65,NA,NA,56,64
2021-04-08,"PENDLETON",38,54,30,55,39,54,29,55,NA,NA,30,54
2021-04-08,"PEORIA",52,59,48,58,53,60,49,57,NA,NA,50,56
2021-04-08,"PHILADELPHIA",48,68,47,68,49,68,49,70,NA,NA,48,72
2021-04-08,"PHOENIX",65,94,65,93,65,93,65,93,NA,NA,68,93
2021-04-08,"PITTSBURGH",55,76,55,78,55,79,55,80,NA,NA,57,82
2021-04-08,"POCATELLO",37,57,25,57,34,55,24,55,NA,NA,21,54
2021-04-08,"PORTLAND ME",42,59,41,58,44,59,41,59,NA,NA,37,59
2021-04-08,"PORTLAND OR",40,56,35,55,41,53,35,53,NA,NA,37,57
2021-04-08,"PROVIDENCE",44,61,43,62,45,62,43,64,NA,NA,42,68
2021-04-08,"PUEBLO",34,75,37,75,33,76,38,76,NA,NA,41,78
2021-04-08,"RALEIGH DURHAM",53,80,58,80,53,81,59,84,NA,NA,60,83
2021-04-08,"RAPID CITY",30,67,33,67,29,67,34,69,NA,NA,36,68
2021-04-08,"RENO",37,69,37,70,36,69,37,69,NA,NA,41,69
2021-04-08,"RICHMOND",52,72,52,72,52,70,53,72,NA,NA,55,74
2021-04-08,"ROANOKE",55,73,55,73,53,74,55,76,NA,NA,58,73
2021-04-08,"ROCHESTER NY",47,76,52,76,44,78,54,79,NA,NA,58,78
2021-04-08,"ROCKFORD",54,64,47,64,58,64,48,64,NA,NA,50,62
2021-04-08,"SACRAMENTO",44,75,45,74,44,75,45,75,NA,NA,49,77
2021-04-08,"ST LOUIS",51,60,50,60,51,58,50,57,NA,NA,46,57
2021-04-08,"ST PETERSBURG",66,79,69,80,66,80,68,80,NA,NA,68,79
2021-04-08,"ST THOMAS VI",72,85,70,86,72,86,71,85,NA,NA,75,84
2021-04-08,"SALEM OR",40,56,31,54,40,54,33,54,NA,NA,32,57
2021-04-08,"SALT LAKE CITY",44,66,36,65,43,64,36,64,NA,NA,34,65
2021-04-08,"SAN ANGELO",50,89,58,90,51,90,59,90,NA,NA,55,95
2021-04-08,"SAN ANTONIO",60,95,65,93,60,94,65,94,NA,NA,67,94
2021-04-08,"SAN DIEGO",55,70,55,70,56,70,54,71,NA,NA,60,70
2021-04-08,"SAN FRANCISCO",48,63,49,62,49,63,49,62,NA,NA,51,62
2021-04-08,"SAN JOSE",45,67,45,67,44,68,45,67,NA,NA,46,68
2021-04-08,"SAN JUAN PR",74,82,72,83,73,83,72,80,NA,NA,73,82
2021-04-08,"SANTA FE",33,74,37,74,33,76,36,75,NA,NA,35,74
2021-04-08,"ST STE MARIE",47,63,49,65,46,65,49,64,NA,NA,53,69
2021-04-08,"SAVANNAH",58,83,62,83,56,83,60,83,NA,NA,59,82
2021-04-08,"SEATTLE",39,53,37,53,38,53,37,53,NA,NA,37,54
2021-04-08,"SHREVEPORT",52,83,60,81,53,82,62,82,NA,NA,58,84
2021-04-08,"SIOUX CITY",42,52,40,50,45,51,44,50,NA,NA,44,47
2021-04-08,"SIOUX FALLS",41,50,40,48,44,50,42,49,NA,NA,43,47
2021-04-08,"SOUTH BEND",58,70,50,69,60,70,50,70,NA,NA,51,70
2021-04-08,"SPOKANE",36,52,30,52,35,52,29,52,NA,NA,30,52
2021-04-08,"SPRINGFIELD IL",51,58,48,57,52,57,49,57,NA,NA,51,56
2021-04-08,"SPRINGFIELD MO",45,64,47,62,44,62,48,64,NA,NA,48,68
2021-04-08,"SYRACUSE",45,75,50,76,44,76,50,78,NA,NA,57,80
2021-04-08,"TALLAHASSEE",57,82,62,79,57,77,63,78,NA,NA,65,74
2021-04-08,"TAMPA",63,81,67,83,64,83,66,82,NA,NA,67,82
2021-04-08,"TOLEDO",59,77,53,77,59,77,54,74,NA,NA,56,79
2021-04-08,"TOPEKA",45,61,40,60,45,59,42,55,NA,NA,36,61
2021-04-08,"TUCSON",58,92,59,91,58,91,58,90,NA,NA,60,90
2021-04-08,"TULSA",45,76,53,75,46,75,54,76,NA,NA,53,78
2021-04-08,"TUPELO",58,78,56,77,59,78,55,78,NA,NA,52,79
2021-04-08,"WACO",50,89,64,86,49,88,62,88,NA,NA,65,85
2021-04-08,"WASHINGTON DC",53,69,51,69,54,69,52,70,NA,NA,53,72
2021-04-08,"W PALM BEACH",63,81,65,80,64,80,67,81,NA,NA,64,83
2021-04-08,"WICHITA",42,72,46,73,42,72,44,72,NA,NA,41,73
2021-04-08,"WICHITA FALLS",46,82,54,82,45,81,55,82,NA,NA,56,82
2021-04-08,"WILKES BARRE",46,70,48,71,46,71,46,74,NA,NA,50,74
2021-04-08,"WILMINGTON DE",47,66,46,67,47,66,47,67,NA,NA,48,65
2021-04-08,"YAKIMA",34,56,30,57,34,56,30,57,NA,NA,23,57
2021-04-08,"YOUNGSTOWN",58,78,53,79,58,79,56,80,NA,NA,57,83
2021-04-08,"YUMA",65,96,63,96,65,97,63,96,NA,NA,65,95
2021-04-09,"ABILENE TX",58,92,49,91,NA,NA,47,91,62,93,43,93
2021-04-09,"AKRON CANTON",56,74,56,75,NA,NA,54,75,57,75,57,75
2021-04-09,"ALBANY NY",46,67,47,67,NA,NA,49,68,46,70,49,70
2021-04-09,"ALBUQUERQUE",47,73,40,73,NA,NA,38,72,50,73,43,73
2021-04-09,"ALLENTOWN",44,62,47,62,NA,NA,49,61,46,58,50,58
2021-04-09,"AMARILLO",45,74,36,76,NA,NA,34,73,47,70,33,70
2021-04-09,"ANCHORAGE",7,20,1,20,NA,NA,3,19,6,20,6,20
2021-04-09,"ASHEVILLE",53,70,55,71,NA,NA,55,77,49,79,57,79
2021-04-09,"ATLANTA",62,76,62,75,NA,NA,62,77,63,76,62,76
2021-04-09,"ATLANTIC CITY",43,59,48,59,NA,NA,49,58,41,57,50,57
2021-04-09,"AUSTIN",64,93,62,92,NA,NA,59,94,67,89,58,89
2021-04-09,"BALTIMORE",49,63,52,60,NA,NA,53,63,52,59,53,59
2021-04-09,"BATON ROUGE",66,84,68,84,NA,NA,68,84,70,87,61,87
2021-04-09,"BILLINGS",31,56,35,57,NA,NA,35,56,30,55,43,55
2021-04-09,"BIRMINGHAM",60,80,62,80,NA,NA,62,80,57,75,60,75
2021-04-09,"BISMARCK",34,58,26,58,NA,NA,25,58,37,59,20,59
2021-04-09,"BOISE",32,60,40,60,NA,NA,40,61,28,61,38,61
2021-04-09,"BOSTON",42,60,46,62,NA,NA,46,58,44,59,48,59
2021-04-09,"BRIDGEPORT",44,59,44,60,NA,NA,46,60,43,54,48,54
2021-04-09,"BROWNSVILLE",72,92,71,90,NA,NA,71,92,75,93,74,93
2021-04-09,"BUFFALO",55,70,55,71,NA,NA,54,71,57,72,54,72
2021-04-09,"BURLINGTON VT",49,72,50,73,NA,NA,53,76,48,76,55,76
2021-04-09,"CARIBOU",39,61,36,65,NA,NA,38,64,36,69,40,69
2021-04-09,"CASPER",29,47,27,47,NA,NA,27,47,28,47,28,47
2021-04-09,"CHARLESTON SC",62,78,62,79,NA,NA,63,81,60,77,61,77
2021-04-09,"CHARLESTON WV",55,76,56,79,NA,NA,56,79,54,80,52,80
2021-04-09,"CHARLOTTE",60,76,60,77,NA,NA,60,82,59,83,59,83
2021-04-09,"CHATTANOOGA",56,81,61,78,NA,NA,61,80,54,83,61,83
2021-04-09,"CHEYENNE",29,43,27,43,NA,NA,27,46,29,43,26,43
2021-04-09,"CHICAGO",50,61,48,60,NA,NA,49,62,51,62,47,62
2021-04-09,"CINCINNATI",53,75,57,74,NA,NA,57,76,51,80,59,80
2021-04-09,"CLEVELAND",54,73,55,73,NA,NA,58,77,57,75,56,75
2021-04-09,"COLORADO SPGS",37,56,28,54,NA,NA,28,54,40,53,26,53
2021-04-09,"COLUMBIA SC",60,79,61,80,NA,NA,62,83,63,79,61,79
2021-04-09,"COLUMBUS GA",62,77,62,76,NA,NA,62,74,66,71,60,71
2021-04-09,"COLUMBUS OH",55,75,56,74,NA,NA,55,75,54,78,54,78
2021-04-09,"LINCOLN",40,66,41,65,NA,NA,42,64,36,65,46,65
2021-04-09,"LITTLE ROCK",53,79,58,78,NA,NA,57,76,50,79,55,79
2021-04-09,"LOS ANGELES",55,78,55,78,NA,NA,55,76,55,74,55,74
2021-04-09,"LOUISVILLE",54,79,60,81,NA,NA,61,81,56,84,65,84
2021-04-09,"LUBBOCK",51,82,42,83,NA,NA,38,84,50,84,36,84
2021-04-09,"MACON",61,78,60,77,NA,NA,60,77,65,71,57,71
2021-04-09,"MADISON",47,58,44,56,NA,NA,45,56,47,58,48,58
2021-04-09,"MEDFORD",35,67,36,65,NA,NA,38,68,34,68,52,68
2021-04-09,"MEMPHIS",57,80,61,80,NA,NA,61,80,57,83,60,83
2021-04-09,"MIAMI BEACH",67,81,70,84,NA,NA,70,81,68,81,71,81
2021-04-09,"MIDLAND ODESSA",56,88,47,90,NA,NA,46,90,59,91,47,91
2021-04-09,"MILWAUKEE",46,55,45,54,NA,NA,44,54,48,60,46,60
2021-04-09,"MPLS ST PAUL",50,57,43,58,NA,NA,42,54,45,53,42,53
2021-04-09,"MISSOULA",24,54,31,54,NA,NA,32,55,22,58,28,58
2021-04-09,"MOBILE",64,80,65,79,NA,NA,65,79,64,72,59,72
2021-04-09,"MONTGOMERY",62,81,65,81,NA,NA,64,80,65,73,64,73
2021-04-09,"NASHVILLE",55,81,61,81,NA,NA,61,82,52,84,62,84
2021-04-09,"NEW ORLEANS",67,82,68,82,NA,NA,69,82,73,86,63,86
2021-04-09,"NEW YORK CITY",47,60,49,62,NA,NA,50,60,49,59,50,59
2021-04-09,"NEWARK",47,61,49,61,NA,NA,50,61,49,53,49,53
2021-04-09,"NORFOLK VA",53,67,60,67,NA,NA,60,72,58,76,56,76
2021-04-09,"NORTH PLATTE",37,55,26,51,NA,NA,27,48,31,48,22,48
2021-04-09,"OKLAHOMA CITY",52,76,44,76,NA,NA,43,77,52,75,41,75
2021-04-09,"OMAHA",44,65,42,65,NA,NA,44,62,44,63,47,63
2021-04-09,"ORLANDO",61,88,64,88,NA,NA,63,87,60,86,64,86
2021-04-09,"PADUCAH",52,79,59,80,NA,NA,60,81,56,83,61,83
2021-04-09,"PENDLETON",28,59,36,62,NA,NA,40,62,30,63,44,63
2021-04-09,"PEORIA",48,66,47,66,NA,NA,50,67,50,68,50,68
2021-04-09,"PHILADELPHIA",48,63,52,63,NA,NA,52,63,48,61,51,61
2021-04-09,"PHOENIX",65,94,63,94,NA,NA,63,94,67,94,64,94
2021-04-09,"PITTSBURGH",55,73,55,74,NA,NA,55,75,57,74,52,74
2021-04-09,"POCATELLO",23,56,30,56,NA,NA,31,56,21,55,30,55
2021-04-09,"PORTLAND ME",41,58,42,62,NA,NA,42,63,37,58,38,58
2021-04-09,"PORTLAND OR",35,56,39,56,NA,NA,41,58,36,60,45,60
2021-04-09,"PROVIDENCE",41,63,44,65,NA,NA,44,63,42,62,44,62
2021-04-09,"PUEBLO",37,61,27,60,NA,NA,27,60,41,62,23,62
2021-04-09,"RALEIGH DURHAM",57,77,59,81,NA,NA,59,83,60,83,57,83
2021-04-09,"RAPID CITY",33,51,25,50,NA,NA,25,51,35,49,22,49
2021-04-09,"RENO",37,72,39,72,NA,NA,38,72,38,73,38,73
2021-04-09,"RICHMOND",51,67,56,66,NA,NA,55,73,55,78,53,78
2021-04-09,"ROANOKE",57,67,54,63,NA,NA,56,71,58,66,54,66
2021-04-09,"ROCHESTER NY",53,68,53,69,NA,NA,52,68,56,69,52,69
2021-04-09,"ROCKFORD",48,59,44,60,NA,NA,46,58,50,61,51,61
2021-04-09,"SACRAMENTO",45,76,44,76,NA,NA,44,76,48,75,47,75
2021-04-09,"ST LOUIS",50,75,54,77,NA,NA,57,79,46,80,58,80
2021-04-09,"ST PETERSBURG",68,82,70,82,NA,NA,69,82,68,82,68,82
2021-04-09,"ST THOMAS VI",70,84,67,84,NA,NA,70,85,75,84,74,84
2021-04-09,"SALEM OR",33,57,38,57,NA,NA,38,58,31,59,42,59
2021-04-09,"SALT LAKE CITY",36,57,40,57,NA,NA,39,57,34,57,39,57
2021-04-09,"SAN ANGELO",57,94,50,95,NA,NA,49,96,55,97,50,97
2021-04-09,"SAN ANTONIO",65,95,64,96,NA,NA,62,97,67,95,63,95
2021-04-09,"SAN DIEGO",55,70,55,71,NA,NA,54,69,60,70,59,70
2021-04-09,"SAN FRANCISCO",49,61,47,60,NA,NA,48,60,50,59,50,59
2021-04-09,"SAN JOSE",45,66,44,66,NA,NA,44,65,46,63,45,63
2021-04-09,"SAN JUAN PR",72,83,71,81,NA,NA,71,81,73,83,71,83
2021-04-09,"SANTA FE",37,70,31,70,NA,NA,28,71,35,72,33,72
2021-04-09,"ST STE MARIE",49,58,46,58,NA,NA,46,59,53,59,49,59
2021-04-09,"SAVANNAH",62,79,62,80,NA,NA,62,79,59,73,63,73
2021-04-09,"SEATTLE",37,52,38,52,NA,NA,38,52,36,50,42,50
2021-04-09,"SHREVEPORT",61,84,62,83,NA,NA,60,82,58,83,59,83
2021-04-09,"SIOUX CITY",40,61,38,60,NA,NA,39,60,43,57,42,57
2021-04-09,"SIOUX FALLS",40,57,36,56,NA,NA,36,56,43,54,38,54
2021-04-09,"SOUTH BEND",49,66,48,66,NA,NA,48,68,51,70,43,70
2021-04-09,"SPOKANE",29,55,34,55,NA,NA,34,55,28,55,38,55
2021-04-09,"SPRINGFIELD IL",49,69,50,70,NA,NA,54,73,51,73,51,73
2021-04-09,"SPRINGFIELD MO",47,74,47,75,NA,NA,47,78,48,80,49,80
2021-04-09,"SYRACUSE",50,70,49,68,NA,NA,50,68,57,71,45,71
2021-04-09,"TALLAHASSEE",64,78,62,79,NA,NA,63,79,65,70,57,70
2021-04-09,"TAMPA",67,85,68,85,NA,NA,68,85,67,85,69,85
2021-04-09,"TOLEDO",54,74,53,75,NA,NA,54,75,56,79,51,79
2021-04-09,"TOPEKA",42,73,44,72,NA,NA,46,74,36,72,47,72
2021-04-09,"TUCSON",59,90,58,91,NA,NA,57,90,60,89,57,89
2021-04-09,"TULSA",53,78,47,78,NA,NA,46,76,53,80,44,80
2021-04-09,"TUPELO",56,82,62,82,NA,NA,62,82,52,84,62,84
2021-04-09,"WACO",62,88,56,91,NA,NA,51,91,65,88,55,88
2021-04-09,"WASHINGTON DC",52,63,55,60,NA,NA,55,64,53,62,55,62
2021-04-09,"W PALM BEACH",66,82,69,81,NA,NA,68,81,64,83,72,83
2021-04-09,"WICHITA",44,74,41,75,NA,NA,42,73,41,76,40,76
2021-04-09,"WICHITA FALLS",55,82,47,84,NA,NA,44,85,56,88,42,88
2021-04-09,"WILKES BARRE",48,65,50,63,NA,NA,51,63,50,61,52,61
2021-04-09,"WILMINGTON DE",47,62,51,62,NA,NA,51,61,48,59,51,59
2021-04-09,"YAKIMA",28,58,33,61,NA,NA,35,62,23,63,43,63
2021-04-09,"YOUNGSTOWN",54,72,55,73,NA,NA,56,75,57,75,55,75
2021-04-09,"YUMA",63,95,62,95,NA,NA,62,95,64,96,62,96
2021-04-09,"CONCORD NH",39,67,43,68,NA,NA,41,70,34,72,38,72
2021-04-09,"CORPUS CHRISTI",69,88,67,89,NA,NA,67,89,71,86,72,86
2021-04-09,"DALLAS FT WORTH",62,84,55,87,NA,NA,51,90,68,86,53,86
2021-04-09,"DAYTON",53,74,56,74,NA,NA,56,75,53,78,55,78
2021-04-09,"DAYTONA BEACH",60,83,62,83,NA,NA,63,84,58,85,65,85
2021-04-09,"DENVER",36,52,30,53,NA,NA,31,52,30,50,25,50
2021-04-09,"DES MOINES",46,61,44,61,NA,NA,45,62,46,57,47,57
2021-04-09,"DETROIT",54,72,52,72,NA,NA,52,74,53,73,50,73
2021-04-09,"DULUTH",43,53,39,53,NA,NA,37,47,40,46,37,46
2021-04-09,"EL PASO",60,84,54,84,NA,NA,55,83,67,85,56,85
2021-04-09,"ELKINS",49,72,50,74,NA,NA,49,74,55,77,41,77
2021-04-09,"ERIE",54,71,54,71,NA,NA,56,74,59,77,58,77
2021-04-09,"EUGENE",31,57,37,57,NA,NA,37,59,32,63,41,63
2021-04-09,"EVANSVILLE",53,78,59,80,NA,NA,61,80,54,86,61,86
2021-04-09,"FAIRBANKS",-16,5,-30,5,NA,NA,-30,5,-16,2,-28,3
2021-04-09,"FARGO",38,51,34,49,NA,NA,33,50,39,52,31,52
2021-04-09,"FLAGSTAFF",30,66,28,67,NA,NA,29,66,27,67,27,67
2021-04-09,"FLINT",56,71,52,71,NA,NA,51,72,56,75,45,75
2021-04-09,"FORT SMITH",54,79,52,77,NA,NA,49,76,49,79,52,79
2021-04-09,"FORT WAYNE",49,71,50,71,NA,NA,52,74,48,76,47,76
2021-04-09,"FRESNO",47,79,47,79,NA,NA,46,80,52,80,49,80
2021-04-09,"GOODLAND",37,56,26,54,NA,NA,26,54,32,54,23,54
