"lon","lat","koppen","elevation","distance_to_coast","wind","elevation_change_four","elevation_change_eight"
-72.7536231884058,40.8695652173913,"Cfa",60.97,4.64,2.23,30.02,62.47
-72.6086956521739,40.8695652173913,"Cfa",40.67,2.71,2.78,42.17,42.17
-72.463768115942,40.8695652173913,"Cfa",-1.5,1.07,6.1,42.17,42.17
-124.057971014493,41.0144927536232,"Csb",61.27,3.62,1.17,335.74,335.74
-123.913043478261,41.0144927536232,"Csb",707.31,13.62,2.02,190.71,190.71
-123.768115942029,41.0144927536232,"Csb",1048.15,23.62,2.99,609.84,609.84
-123.623188405797,41.0144927536232,"Csb",435.86,33.62,1.74,608.47,608.47
-123.478260869565,41.0144927536232,"Csb",1343.69,43.33,1.51,421.09,421.09
-123.333333333333,41.0144927536232,"Csb",807.67,53.02,1.95,674.7,674.7
-123.188405797101,41.0144927536232,"Csb",1507.3,62.81,2.22,616.93,616.93
-123.04347826087,41.0144927536232,"Csb",2391.04,72.66,4.86,1422.15,1422.15
-122.898550724638,41.0144927536232,"Csb",2192.9,82.54,6.5,1172.81,1172.81
-122.753623188406,41.0144927536232,"Csb",1063.15,92.45,1.03,769.93,769.93
-122.608695652174,41.0144927536232,"Csb",742.47,102.37,1.09,705.94,705.94
-122.463768115942,41.0144927536232,"Csb",1269.04,112.31,3.46,794.74,794.74
-122.31884057971,41.0144927536232,"Csb",711.65,122.26,2.24,190.59,190.59
-122.173913043478,41.0144927536232,"Csb",941.94,132.22,3.44,170.41,170.41
-122.028985507246,41.0144927536232,"Csb",1047.95,142.18,2.52,472.58,472.58
-121.884057971014,41.0144927536232,"Csb",619.14,152.15,0.79,590.34,590.34
-121.739130434783,41.0144927536232,"Csb",1024.64,162.12,2.96,346.58,346.58
-121.594202898551,41.0144927536232,"Csb",843.65,172.1,1.35,281.06,281.06
-121.449275362319,41.0144927536232,"Csb",1007.46,182.07,2.55,91.01,91.01
-121.304347826087,41.0144927536232,"Csb",1012.9,192.05,2.05,758.72,758.72
-121.159420289855,41.0144927536232,"Csb",1282.35,201.11,2.87,22.61,22.61
-121.014492753623,41.0144927536232,"Csb",1674.14,203.14,2.4,393.51,393.51
-120.869565217391,41.0144927536232,"Csb",1598.6,205.64,1.75,186.11,186.11
-120.724637681159,41.0144927536232,"Csb",1746.9,208.59,1.9,131.05,131.05
-120.579710144928,41.0144927536232,"Csb",1796.75,211.97,3.32,185.36,185.36
-120.434782608696,41.0144927536232,"Csb",1859.98,215.77,4.55,245.26,245.26
-120.289855072464,41.0144927536232,"Csb",1848.35,219.86,3.96,230.15,230.15
-120.144927536232,41.0144927536232,"Csb",1839.86,224.07,2.24,551.1,551.1
-120,41.0144927536232,"Csb",1519.38,228.64,3.05,387.21,387.21
-119.855072463768,41.0144927536232,"Csb",1446.17,233.55,2.6,398.18,398.18
-119.710144927536,41.0144927536232,"Csb",1559.86,238.77,2.76,421.03,421.03
-119.565217391304,41.0144927536232,"Csb",2269.16,244.06,3.8,792.18,792.18
-119.420289855072,41.0144927536232,"Csb",1691.56,249.63,6.12,153.26,153.26
-119.275362318841,41.0144927536232,"Csb",1449.77,255.45,2.81,355.88,355.88
-119.130434782609,41.0144927536232,"Csb",1195.73,261.52,2.69,32.17,32.17
-118.985507246377,41.0144927536232,"BSk",1505.28,267.82,5.09,310.39,310.39
-118.840579710145,41.0144927536232,"BSk",1196.48,274.34,3.35,28.62,28.62
-118.695652173913,41.0144927536232,"BSk",1285.14,281.07,2.59,80.11,80.11
-118.550724637681,41.0144927536232,"BSk",1654.22,287.99,3.84,408.96,408.96
-118.405797101449,41.0144927536232,"BSk",1289.92,295.04,2.81,18.48,18.48
-118.260869565217,41.0144927536232,"BSk",1272.3,302.26,2.9,8.33,8.33
-118.115942028986,41.0144927536232,"BSk",1355.85,309.64,2.86,204.04,204.04
-117.971014492754,41.0144927536232,"BSk",1454.38,317.16,3.35,148.33,148.33
-117.826086956522,41.0144927536232,"BSk",1509.13,324.81,3.27,198.11,198.11
-117.68115942029,41.0144927536232,"BSk",1313.1,332.58,2.85,611.05,611.05
-117.536231884058,41.0144927536232,"BSk",1317,340.45,2.1,368.06,368.06
-117.391304347826,41.0144927536232,"BSk",1458.15,348.43,3.16,153.72,153.72
-117.246376811594,41.0144927536232,"BSk",1337.53,356.51,2.3,253.89,253.89
-117.101449275362,41.0144927536232,"BSk",1363.08,364.68,2.2,89.08,89.08
-116.95652173913,41.0144927536232,"BSk",1445.74,372.94,2.6,59.25,59.25
-116.811594202899,41.0144927536232,"BSk",1644.41,381.29,2.84,66.68,66.68
-116.666666666667,41.0144927536232,"BSk",1537.86,389.71,2.49,160.48,160.48
-116.521739130435,41.0144927536232,"BSk",1693.66,398.21,2.86,312.69,312.69
-116.376811594203,41.0144927536232,"BSk",1682.2,406.77,2.66,233.4,233.4
-116.231884057971,41.0144927536232,"BSk",1872.97,415.4,4.09,274.82,274.82
-116.086956521739,41.0144927536232,"BSk",1938.58,424.09,2.83,250.19,250.19
-115.942028985507,41.0144927536232,"BSk",1774.69,432.84,2.92,153.83,153.83
-115.797101449275,41.0144927536232,"BSk",2100.1,441.64,4.62,418.24,418.24
-115.652173913043,41.0144927536232,"BSk",1694.9,450.49,3.18,488.34,488.34
-115.507246376812,41.0144927536232,"BSk",1665.24,459.38,2.79,60.82,60.82
-115.36231884058,41.0144927536232,"BSk",1613.2,468.32,2.45,126.99,126.99
-115.217391304348,41.0144927536232,"BSk",1781.23,477.31,3.45,363.92,363.92
-115.072463768116,41.0144927536232,"BSk",2306.6,486.33,2.21,632.23,632.23
-114.927536231884,41.0144927536232,"BSk",1862.16,495.39,3.06,144.81,144.81
-114.782608695652,41.0144927536232,"BSk",2054.37,504.49,3.12,347.97,347.97
-114.63768115942,41.0144927536232,"BSk",1791.48,513.61,2.5,353.57,353.57
-114.492753623188,41.0144927536232,"BSk",1787.47,522.78,3.36,109.42,109.42
-114.347826086957,41.0144927536232,"BSk",2047.39,531.97,1.96,203.3,203.3
-114.202898550725,41.0144927536232,"BSk",1492.87,541.19,2.88,115.38,115.38
-114.057971014493,41.0144927536232,"BSk",2343.43,550.43,4.85,1035.59,1035.59
-113.913043478261,41.0144927536232,"BSk",1290.17,559.71,3.16,156.33,156.33
-113.768115942029,41.0144927536232,"BSk",1307.47,569.01,2.5,21.8,21.8
-113.623188405797,41.0144927536232,"BSk",1285.65,578.33,3.51,0.72,0.72
-113.478260869565,41.0144927536232,"BSk",1285.88,587.67,3.46,0.22,0.22
-113.333333333333,41.0144927536232,"BSk",1286.97,597.04,3.54,0.58,0.58
-113.188405797101,41.0144927536232,"BSk",1286.47,605.62,3.79,5.91,5.91
-113.04347826087,41.0144927536232,"BSk",1402.62,610.97,3.03,118.25,118.25
-112.898550724638,41.0144927536232,"Cfa",1394,616.42,2.99,43.69,43.69
-112.753623188406,41.0144927536232,"Cfa",1279.83,621.98,4.37,32.46,32.46
-112.608695652174,41.0144927536232,"Cfa",1280.83,627.61,4.55,2.17,2.17
-112.463768115942,41.0144927536232,"Csa",1278.66,633.35,4.32,0,0
-112.31884057971,41.0144927536232,"Csa",1278.66,639.18,4.12,2.2,2.2
-112.173913043478,41.0144927536232,"Csa",1279.55,644.99,3.98,7.24,7.24
-112.028985507246,41.0144927536232,"Csa",1281.9,650.9,3.63,99.63,99.63
-111.884057971014,41.0144927536232,"Dfb",1604.47,656.8,1.74,457.11,457.11
-111.739130434783,41.0144927536232,"Dfb",1610.62,662.76,1.37,952.29,952.29
-111.594202898551,41.0144927536232,"Dfb",1967.07,665.88,3.26,530.8,530.8
-111.449275362319,41.0144927536232,"Dfb",2029.73,668.42,2.94,309.3,309.3
-111.304347826087,41.0144927536232,"Dfb",2296.31,671.1,4.29,33.19,33.19
-111.159420289855,41.0144927536232,"Dfb",2227.97,673.91,2.89,364.84,364.84
-111.014492753623,41.0144927536232,"Dfb",2210.24,676.87,2.44,778.7,778.7
-110.869565217391,41.0144927536232,"Dfb",2348.85,679.95,2.55,388.5,388.5
-110.724637681159,41.0144927536232,"Dfb",2767.27,683.17,3.26,476.38,476.38
-110.579710144928,41.0144927536232,"Dfb",2639.41,686.53,3.32,545.6,545.6
-110.434782608696,41.0144927536232,"Dfb",2834.06,690,2.95,553.17,553.17
-110.289855072464,41.0144927536232,"Dfb",2793.29,693.61,3.46,495.33,495.33
-110.144927536232,41.0144927536232,"Dfb",2419.22,697.34,3.54,846.47,846.47
-110,41.0144927536232,"BSk",2219.2,701.19,3.09,842.44,842.44
-109.855072463768,41.0144927536232,"BSk",2191.44,705.17,3.88,429.13,429.13
-109.710144927536,41.0144927536232,"BSk",1957.66,709.26,2.46,442.57,442.57
-109.565217391304,41.0144927536232,"BSk",1842.28,713.47,3.52,460.79,460.79
-109.420289855072,41.0144927536232,"BSk",1954.32,717.8,2.85,227.35,227.35
-109.275362318841,41.0144927536232,"BSk",2225.83,722.23,2.04,337.63,337.63
-109.130434782609,41.0144927536232,"BSk",2583.02,726.61,5.74,908.65,908.65
-108.985507246377,41.0144927536232,"Dfb",2489.63,731.07,3.09,696.58,696.58
-108.840579710145,41.0144927536232,"Dfb",2173.22,735.64,3.68,352.39,352.39
-108.695652173913,41.0144927536232,"Dfb",2111.46,740.26,3.86,233.82,233.82
-108.550724637681,41.0144927536232,"Dfb",2163.67,744.84,4.43,222.13,222.13
-108.405797101449,41.0144927536232,"Dfb",2151.56,749.23,4.23,33.46,33.46
-108.260869565217,41.0144927536232,"Dfb",2110.88,753.73,4.15,151.14,151.14
-108.115942028986,41.0144927536232,"Dfb",2005.45,758.33,3.86,183.74,183.74
-107.971014492754,41.0144927536232,"Dfb",1995.99,763.04,4.1,67.63,67.63
-107.826086956522,41.0144927536232,"Dfb",1862.98,767.85,3.1,302.55,302.55
-107.68115942029,41.0144927536232,"Dfb",1917.31,772.76,3.5,141.46,141.46
-107.536231884058,41.0144927536232,"Dfb",1969.68,777.76,3,133.3,133.3
-107.391304347826,41.0144927536232,"Dfb",2054.26,782.86,2.12,402.28,402.28
-107.246376811594,41.0144927536232,"Dfb",2135.28,788.05,2.57,730.42,730.42
-107.101449275362,41.0144927536232,"Dfb",2294.17,793.24,0.94,484.89,484.89
-106.95652173913,41.0144927536232,"Dfb",2745.88,798.5,1.92,129.52,129.52
-106.811594202899,41.0144927536232,"Dfb",2560.17,803.85,2.14,596.25,596.25
-106.666666666667,41.0144927536232,"Dfb",2842.94,809.28,3.34,541.8,541.8
-106.521739130435,41.0144927536232,"Dfb",2466.06,814.8,2.69,39.18,39.18
-106.376811594203,41.0144927536232,"Dfc",2562.74,820.41,4.95,238.49,238.49
-106.231884057971,41.0144927536232,"Dfc",2615.43,826.1,1.87,143.49,143.49
-106.086956521739,41.0144927536232,"Dfc",2585.43,831.87,4.91,479.93,479.93
-105.942028985507,41.0144927536232,"Dfb",2546.11,837.72,3.82,297.39,297.39
-105.797101449275,41.0144927536232,"Dfb",2336.79,843.65,5.26,625.58,625.58
-105.652173913043,41.0144927536232,"Dfb",2578.91,849.65,4.22,354.71,354.71
-105.507246376812,41.0144927536232,"Dfb",2395.21,855.73,5.47,77.01,77.01
-105.36231884058,41.0144927536232,"BSk",2307.06,861.88,4.09,296.84,296.84
-105.217391304348,41.0144927536232,"BSk",2264.78,868.11,6.37,304.87,304.87
-105.072463768116,41.0144927536232,"BSk",2078.59,874.4,5.47,327.3,327.3
-104.927536231884,41.0144927536232,"BSk",1863.19,880.76,4.71,119,119
-104.782608695652,41.0144927536232,"BSk",1911.8,887.19,5.42,212.94,212.94
-104.63768115942,41.0144927536232,"BSk",1782.16,893.69,4.78,103.51,103.51
-104.492753623188,41.0144927536232,"BSk",1722.71,900.24,5.06,107.84,107.84
-104.347826086957,41.0144927536232,"BSk",1638.76,906.87,4.48,73.19,73.19
-104.202898550725,41.0144927536232,"BSk",1603.58,913.55,4.53,59.17,59.17
-104.057971014493,41.0144927536232,"BSk",1644,920.29,5.02,23.62,23.62
-103.913043478261,41.0144927536232,"BSk",1605.86,927.1,5.18,42.78,42.78
-103.768115942029,41.0144927536232,"BSk",1563.81,933.96,5.41,78.8,78.8
-103.623188405797,41.0144927536232,"BSk",1513.73,940.87,5.52,126.53,126.53
-103.478260869565,41.0144927536232,"BSk",1449.22,947.84,5.41,132.31,132.31
-103.333333333333,41.0144927536232,"BSk",1418.17,954.87,5.09,142.09,142.09
-103.188405797101,41.0144927536232,"BSk",1368.75,958.8,4.76,67.23,67.23
-103.04347826087,41.0144927536232,"BSk",1333.33,952.98,4.7,92.15,92.15
-102.898550724638,41.0144927536232,"BSk",1299.68,947.23,4.6,118.78,118.78
-102.753623188406,41.0144927536232,"BSk",1245.37,941.55,5.16,121.63,121.63
-102.608695652174,41.0144927536232,"BSk",1207.17,935.95,4.85,63.15,63.15
-102.463768115942,41.0144927536232,"BSk",1145.97,930.41,4.32,60.39,60.39
-102.31884057971,41.0144927536232,"BSk",1110.73,924.95,4.6,48.64,48.64
-102.173913043478,41.0144927536232,"BSk",1043.12,919.57,4.34,84.44,84.44
-102.028985507246,41.0144927536232,"BSk",1073.75,914.27,4.78,38.08,38.08
-101.884057971014,41.0144927536232,"BSk",1069.46,909.04,4.74,31.97,31.97
-101.739130434783,41.0144927536232,"BSk",1043.43,903.9,4.67,3.94,3.94
-101.594202898551,41.0144927536232,"BSk",1024.44,898.83,4.64,9.05,9.05
-101.449275362319,41.0144927536232,"Dfa",1005.64,893.85,4.84,35.52,35.52
-101.304347826087,41.0144927536232,"Dfa",990.5,888.96,4.73,70.2,70.2
-101.159420289855,41.0144927536232,"Dfa",966.94,884.15,4.92,50.29,50.29
-101.014492753623,41.0144927536232,"Dfa",959.1,879.43,5.05,72.67,72.67
-100.869565217391,41.0144927536232,"Dfa",928.48,874.79,5.38,61.29,61.29
-100.724637681159,41.0144927536232,"Dfa",929.49,870.25,5.54,79.34,79.34
-100.579710144928,41.0144927536232,"Dfa",867.68,865.8,5.72,26.53,26.53
-100.434782608696,41.0144927536232,"Dfa",812.59,861.44,4.05,112.75,112.75
-100.289855072464,41.0144927536232,"Dfa",817.17,857.18,4.66,47.23,47.23
-100.144927536232,41.0144927536232,"Dfa",817.75,853.01,4.35,53.18,53.18
-100,41.0144927536232,"Dfa",810.03,848.94,4.52,63.77,63.77
-99.8550724637681,41.0144927536232,"Dfa",824.44,844.96,5.52,73.01,79.48
-99.7101449275362,41.0144927536232,"Dfa",771.6,841.09,4.99,52.84,80.61
-99.5652173913043,41.0144927536232,"Dfa",764.11,837.32,5.09,20.8,20.8
-99.4202898550725,41.0144927536232,"Dfa",714.54,833.66,4.82,51.23,51.23
-99.2753623188406,41.0144927536232,"Dfa",663.31,830.09,4.65,51.23,94.47
-99.1304347826087,41.0144927536232,"Dfa",656.72,826.64,4.72,39.91,55.05
-98.9855072463768,41.0144927536232,"Dfa",637.27,823.29,4.47,30.72,59.36
-98.8405797101449,41.0144927536232,"Dfa",628.25,820.04,5.02,29.44,39.74
-98.695652173913,41.0144927536232,"Dfa",617.69,816.91,4.81,12.07,40
-98.5507246376812,41.0144927536232,"Dfa",588.25,813.89,4.81,16.01,16.21
-98.4057971014493,41.0144927536232,"Dfa",572.24,810.98,4.64,18.47,18.79
-98.2608695652174,41.0144927536232,"Dfa",553.77,808.18,4.53,22.19,24.45
-98.1159420289855,41.0144927536232,"Dfa",534.35,805.5,4.24,28.82,41.61
-97.9710144927536,41.0144927536232,"Dfa",546.35,802.93,4.8,35.11,40.54
-97.8260869565217,41.0144927536232,"Dfa",531.94,800.48,4.83,26.13,26.13
-97.6811594202898,41.0144927536232,"Dfa",522.31,798.15,4.72,15.83,16.5
-97.536231884058,41.0144927536232,"Dfa",501.36,795.94,4.67,12.96,12.96
-97.3913043478261,41.0144927536232,"Dfa",488.4,793.85,4.65,12.96,21.27
-97.2463768115942,41.0144927536232,"Dfa",480,791.87,4.66,8.4,26.67
-97.1014492753623,41.0144927536232,"Dfa",476.36,790.02,4.79,33.05,37.62
-96.9565217391304,41.0144927536232,"Dfa",443.31,788.29,5.22,59.23,59.23
-96.8115942028985,41.0144927536232,"Dfa",384.08,786.69,4.3,59.23,82.09
-96.6666666666667,41.0144927536232,"Dfa",375.36,785.21,4.84,27.94,27.94
-96.5217391304348,41.0144927536232,"Dfa",358.58,782.87,4.39,16.78,36.81
-96.3768115942029,41.0144927536232,"Dfa",349.56,780.58,4.68,45.83,45.83
-96.231884057971,41.0144927536232,"Dfa",331.62,778.41,4.58,40.28,63.77
-96.0869565217391,41.0144927536232,"Dfa",351.45,776.37,4.37,19.83,20.45
-95.9420289855072,41.0144927536232,"Dfa",332.42,774.45,4.77,19.03,19.03
-95.7971014492754,41.0144927536232,"Dfa",291.08,772.65,4.23,62.67,78.77
-95.6521739130435,41.0144927536232,"Dfa",353.75,770.98,4.91,62.67,67.85
-95.5072463768116,41.0144927536232,"Dfa",305.01,769.43,4.35,50.26,64.84
-95.3623188405797,41.0144927536232,"Dfa",355.27,768.01,4.52,50.26,50.26
-95.2173913043478,41.0144927536232,"Dfa",340.58,766.72,3.66,30.03,50.12
-95.0724637681159,41.0144927536232,"Dfa",369.09,765.56,4.7,28.51,28.51
-94.9275362318841,41.0144927536232,"Dfa",333.73,764.52,4.23,33.98,47.25
-94.7826086956522,41.0144927536232,"Dfa",356.06,763.62,4.77,24.92,24.92
-94.6376811594203,41.0144927536232,"Dfa",354.61,762.85,4.41,25.06,36.9
-94.4927536231884,41.0144927536232,"Dfa",379.67,762.2,4.69,25.06,27.22
-94.3478260869565,41.0144927536232,"Dfa",374.47,761.69,4.46,40.04,40.04
-94.2028985507246,41.0144927536232,"Dfa",334.43,761.31,4.53,41.32,62.48
-94.0579710144928,41.0144927536232,"Dfa",356.12,761.06,4.87,18.27,33.86
-93.9130434782609,41.0144927536232,"Dfa",337.85,760.94,4.63,26.68,33.75
-93.768115942029,41.0144927536232,"Dfa",311.17,760.92,3.72,39.01,39.01
-93.6231884057971,41.0144927536232,"Dfa",305.1,761.03,4.36,26.38,45.08
-93.4782608695652,41.0144927536232,"Dfa",296.93,761.28,3.54,38.06,38.06
-93.3333333333333,41.0144927536232,"Dfa",310.11,761.65,4.9,14.41,24.88
-93.1884057971014,41.0144927536232,"Dfa",304.34,761.28,5.09,7.11,8.64
-93.0434782608696,41.0144927536232,"Dfa",302.55,758.65,5.14,53.57,53.57
-92.8985507246377,41.0144927536232,"Dfa",266.93,756.15,4.9,35.62,35.62
-92.7536231884058,41.0144927536232,"Dfa",265.8,753.77,4.52,41.06,46.19
-92.6086956521739,41.0144927536232,"Dfa",224.74,751.52,4.53,49.85,49.85
-92.463768115942,41.0144927536232,"Dfa",199.58,749.39,3.67,48,75.01
-92.3188405797101,41.0144927536232,"Dfa",247.58,747.39,4.35,48,48
-92.1739130434783,41.0144927536232,"Dfa",224.16,745.52,4.48,36.04,36.04
-92.0289855072464,41.0144927536232,"Dfa",230.51,743.78,4.5,27.25,42.39
-91.8840579710145,41.0144927536232,"Dfa",238.29,742.17,4.64,39.18,45.59
-91.7391304347826,41.0144927536232,"Dfa",199.11,740.69,4.04,39.18,39.18
-91.5942028985507,41.0144927536232,"Dfa",223.26,739.34,4.73,24.15,30.56
-91.4492753623188,41.0144927536232,"Dfa",220.05,738.13,4.45,13.11,13.11
-91.304347826087,41.0144927536232,"Dfa",235.37,737.05,4.47,44.26,66.89
-91.1594202898551,41.0144927536232,"Dfa",233.31,736.08,4.23,72.74,74.29
-91.0144927536232,41.0144927536232,"Dfa",160.57,735.24,4.18,72.74,72.74
-90.8695652173913,41.0144927536232,"Dfa",172.34,734.53,4.23,35.09,60.89
-90.7246376811594,41.0144927536232,"Dfa",180.8,733.07,4.34,52.43,55.04
-90.5797101449275,41.0144927536232,"Dfa",205.84,730.6,4.22,30,30
-90.4347826086957,41.0144927536232,"Dfa",208.16,728.25,3.7,44.99,44.99
-90.2898550724638,41.0144927536232,"Dfa",253.15,726.04,4.54,44.99,44.99
-90.1449275362319,41.0144927536232,"Dfa",227.04,723.96,3.43,26.11,26.11
-90,41.0144927536232,"Dfa",217.33,722.01,4.31,31.76,31.76
-89.8550724637681,41.0144927536232,"Dfa",208.63,720.19,4.45,15.24,40.46
-89.7101449275362,41.0144927536232,"Dfa",196.04,718.51,4.26,41.97,41.97
-89.5652173913043,41.0144927536232,"Dfa",223.84,716.97,4.29,65.02,65.02
-89.4202898550725,41.0144927536232,"Dfa",134.94,715.56,4.33,72.66,88.8
-89.2753623188406,41.0144927536232,"Dfa",207.6,714.29,4.45,72.66,72.66
-89.1304347826087,41.0144927536232,"Dfa",212.3,713.15,4.33,13.39,16.03
-88.9855072463768,41.0144927536232,"Dfa",200.75,712.16,4.33,27.58,27.58
-88.8405797101449,41.0144927536232,"Dfa",189.92,711.3,4.16,14.62,38.41
-88.695652173913,41.0144927536232,"Dfa",198.69,710.58,3.9,8.77,23.39
-88.5507246376812,41.0144927536232,"Dfa",220.21,710.01,4.5,20.78,36.08
-88.4057971014493,41.0144927536232,"Dfa",202.87,709.57,4.31,18.74,23.71
-88.2608695652174,41.0144927536232,"Dfa",201.55,709.28,4.39,22.39,22.39
-88.1159420289855,41.0144927536232,"Dfa",208.38,709.12,4.44,26.45,29.22
-87.9710144927536,41.0144927536232,"Dfa",218.68,709.11,4.49,33.78,36.75
-87.8260869565217,41.0144927536232,"Dfa",184.9,709.24,4.42,33.78,33.78
-87.6811594202898,41.0144927536232,"Dfa",189.77,709.51,4.29,4.87,4.92
-87.536231884058,41.0144927536232,"Dfa",206.23,709.92,4.28,14.37,14.37
-87.3913043478261,41.0144927536232,"Dfa",203.21,710.47,4.42,7.71,11.35
-87.2463768115942,41.0144927536232,"Dfa",209.71,705.18,4.32,9.34,14.21
-87.1014492753623,41.0144927536232,"Dfa",213.23,695.51,4.36,10.67,12.86
-86.9565217391304,41.0144927536232,"Dfa",209.23,685.85,4.34,7.71,7.71
-86.8115942028985,41.0144927536232,"Dfa",210.5,676.2,4.26,6.6,6.6
-86.6666666666667,41.0144927536232,"Dfa",211.53,666.56,4.28,9.61,10.7
-86.5217391304348,41.0144927536232,"Dfa",221.14,656.93,4.32,11.26,22.11
-86.3768115942029,41.0144927536232,"Dfa",232.4,647.31,4.32,11.26,36.39
-86.231884057971,41.0144927536232,"Dfa",240.56,637.71,4.3,28.23,29.44
-86.0869565217391,41.0144927536232,"Dfa",262.8,628.11,4.46,51.68,51.68
-85.9420289855072,41.0144927536232,"Dfa",250.48,618.53,3.92,24.51,39.36
-85.7971014492754,41.0144927536232,"Dfa",239.03,608.96,4.17,29.35,47.13
-85.6521739130435,41.0144927536232,"Dfa",264.45,599.41,4.38,25.42,44.51
-85.5072463768116,41.0144927536232,"Dfa",258.95,589.87,4.34,39.01,39.01
-85.3623188405797,41.0144927536232,"Dfa",252.67,580.34,4.54,22.99,32.73
-85.2173913043478,41.0144927536232,"Dfa",229.68,570.84,4.08,28.26,28.26
-85.0724637681159,41.0144927536232,"Dfa",238.67,561.35,4.02,9.38,19.27
-84.9275362318841,41.0144927536232,"Dfa",239.25,551.87,4.31,11.14,14.54
-84.7826086956522,41.0144927536232,"Dfa",232.48,542.42,4.36,17.64,17.91
-84.6376811594203,41.0144927536232,"Dfa",226.37,532.99,4.32,11.16,23.75
-84.4927536231884,41.0144927536232,"Dfa",220.77,523.57,4.32,16.06,16.76
-84.3478260869565,41.0144927536232,"Dfa",219.54,514.18,4.31,10.95,17.29
-84.2028985507246,41.0144927536232,"Dfa",221.09,504.82,4.29,11.15,11.15
-84.0579710144928,41.0144927536232,"Dfa",222.53,495.47,4.37,18.55,37.81
-83.9130434782609,41.0144927536232,"Dfa",224.72,486.16,4.48,35.62,40.68
-83.768115942029,41.0144927536232,"Dfa",234.99,476.87,4.45,30.41,35.21
-83.6231884057971,41.0144927536232,"Dfa",238.98,467.61,4.31,31.22,31.22
-83.4782608695652,41.0144927536232,"Dfa",243.28,458.38,4.48,22.82,26.92
-83.3333333333333,41.0144927536232,"Dfa",259.31,449.19,4.45,29.23,37.49
-83.1884057971014,41.0144927536232,"Dfa",254.52,440.03,4.25,32.7,32.7
-83.0434782608696,41.0144927536232,"Dfa",286,430.9,4.59,37.84,37.84
-82.8985507246377,41.0144927536232,"Dfa",286.28,421.82,4.61,24.25,54.88
-82.7536231884058,41.0144927536232,"Dfa",281.88,412.78,3.34,59.28,69.47
-82.6086956521739,41.0144927536232,"Dfa",317.27,403.79,4.64,50,76.35
-82.463768115942,41.0144927536232,"Dfa",344.51,394.84,4.9,61.64,77.24
-82.3188405797101,41.0144927536232,"Dfa",347.72,385.95,4.58,68.69,68.69
-82.1739130434783,41.0144927536232,"Dfa",345.77,377.11,4.58,83.72,83.72
-82.0289855072464,41.0144927536232,"Dfa",276.62,368.33,4.01,69.15,85.59
-81.8840579710145,41.0144927536232,"Dfa",308.02,359.61,4.16,31.4,31.4
-81.7391304347826,41.0144927536232,"Dfa",329.71,350.92,4.54,21.69,56.36
-81.5942028985507,41.0144927536232,"Dfa",330.59,342.17,3.49,57.24,57.24
-81.4492753623188,41.0144927536232,"Dfb",331.96,333.49,4.45,14.29,58.61
-81.304347826087,41.0144927536232,"Dfb",350.45,324.82,4.53,17.2,23.07
-81.1594202898551,41.0144927536232,"Dfb",333.25,316.2,3.18,37.31,44.08
-81.0144927536232,41.0144927536232,"Dfb",310.19,307.67,5.34,23.06,90.82
-80.8695652173913,41.0144927536232,"Dfb",332.6,299.23,3.36,68.41,68.41
-80.7246376811594,41.0144927536232,"Dfb",341.93,290.89,4.48,45.99,59.08
-80.5797101449275,41.0144927536232,"Dfb",344.91,282.65,3.53,45.49,48.97
-80.4347826086957,41.0144927536232,"Dfb",242.01,274.23,3.51,131.72,160.27
-80.2898550724638,41.0144927536232,"Dfb",373.73,265.82,4.39,131.72,131.72
-80.1449275362319,41.0144927536232,"Dfb",375.05,257.51,3.53,31.34,63.74
-80,41.0144927536232,"Dfb",386.91,249.33,3.11,40,66.8
-79.8550724637681,41.0144927536232,"Dfb",370.62,241.29,2.42,83.09,83.09
-79.7101449275362,41.0144927536232,"Dfb",386.86,233.4,3.23,69.89,69.89
-79.5652173913043,41.0144927536232,"Dfb",456.75,225.68,4.12,101.25,101.25
-79.4202898550725,41.0144927536232,"Dfb",424.35,218.14,3.35,86.51,86.51
-79.2753623188406,41.0144927536232,"Dfb",337.84,210.8,2.31,138.97,138.97
-79.1304347826087,41.0144927536232,"Dfb",385.18,203.7,3.78,111.21,112.67
-78.9855072463768,41.0144927536232,"Dfb",496.39,196.84,2.62,111.21,111.21
-78.8405797101449,41.0144927536232,"Dfb",452.39,190.27,4.29,122.91,122.91
-78.695652173913,41.0144927536232,"Dfb",575.3,184,4.28,122.91,122.91
-78.5507246376812,41.0144927536232,"Dfb",580.73,178.07,3.48,238.11,238.11
-78.4057971014493,41.0144927536232,"Dfb",342.62,172.52,1.95,269.5,269.5
-78.2608695652174,41.0144927536232,"Dfb",468.3,165.62,2.63,125.68,143.82
-78.1159420289855,41.0144927536232,"Dfb",484.28,158.96,4.41,105.27,105.27
-77.9710144927536,41.0144927536232,"Dfb",524.16,152.67,3.92,131.29,175.93
-77.8260869565217,41.0144927536232,"Dfb",464.76,146.8,2.61,237.97,237.97
-77.6811594202898,41.0144927536232,"Dfb",226.79,141.38,2.31,456.71,456.71
-77.536231884058,41.0144927536232,"Dfb",243.38,136.49,2.87,164.48,269.65
-77.3913043478261,41.0144927536232,"Dfb",407.86,131.11,2.85,176.1,191.79
-77.2463768115942,41.0144927536232,"Dfb",513.37,126.19,3.75,297.3,311
-77.1014492753623,41.0144927536232,"Dfb",461.97,121.89,3.23,297.34,297.34
-76.9565217391304,41.0144927536232,"Dfb",164.63,117.2,2.71,297.34,405.86
